Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,94.9568099975586,95.4109573364258,97.4924163818359,97.29517364501949,96.6563873291016,95.18177032470699,94.7097320556641,95.674072265625,95.7309417724609,96.0687484741211,96.1660690307617,96.3647613525391,96.3226089477539,96.0940628051758,96.2079620361328
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,94.7107467651367,95.1851425170898,97.3135986328125,97.0093994140625,97.01516723632808,94.88329315185551,94.4098892211914,95.49008178710942,95.52391815185551,95.8589630126953,96.2385482788086,96.73403930664058,96.4490814208984,96.22728729248051,96.19481658935551
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, gender parity index (GPI)",UIS.NERA.1.GPI,0.9950100183486942,0.995440006256104,0.9964699745178219,0.9943600296974179,1.00715005397797,0.994000017642975,0.993950009346008,0.996320009231567,0.9958699941635129,0.995829999446869,1.00144004821777,1.0073299407959,1.00250005722046,1.00264000892639,0.9997400045394901
East Asia & Pacific,EAS,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,95.1860580444336,95.6207122802734,97.6580276489258,97.55917358398442,96.3267974853516,95.45565795898442,94.9846725463867,95.84264373779301,95.92028045654301,96.26016235351558,96.1001434326172,96.02993774414058,96.2082366943359,95.9738006591797,96.2198028564453
East Asia & Pacific,EAS,"Adjusted net intake rate to Grade 1 of primary education, both sexes (%)",UIS.NIRA.1,94.5145797729492,93.6839141845703,93.5831756591797,93.60061645507808,93.24642944335942,92.99268341064449,91.8168182373047,92.41763305664058,92.08499145507808,92.7978973388672,92.50640869140629,93.4716644287109,93.2643203735352,93.58819580078129,93.6623153686523
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, % female",UIS.LPP.AG15T99,70.620002746582,70.620002746582,70.620002746582,70.620002746582,70.620002746582,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578,70.3000030517578
East Asia & Pacific,EAS,"Adult illiterate population, 15+ years, female (number)",UIS.LP.AG15T99.F,90035760.0,90035760.0,90035760.0,90035760.0,90035760.0,60540024.0,60540024.0,60540024.0,60540024.0,60540024.0,60540024.0,60540024.0,60540024.0,60540024.0,60540024.0
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,91.6186904907227,91.6186904907227,91.6186904907227,91.6186904907227,91.6186904907227,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258,95.1082229614258
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,88.1017532348633,88.1017532348633,88.1017532348633,88.1017532348633,88.1017532348633,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039,93.0936050415039
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,0.930000007152557,0.930000007152557,0.930000007152557,0.930000007152557,0.930000007152557,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328,0.959999978542328
East Asia & Pacific,EAS,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,95.1045303344727,95.1045303344727,95.1045303344727,95.1045303344727,95.1045303344727,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172,97.1226043701172
East Asia & Pacific,EAS,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,5484021.0,4286159.0,3409787.0,4263792.0,4892537.0,5626101.0,6303179.0,5445891.0,4383723.0,3484762.0,3342128.0,3428145.0,4280189.0,5653941.0,6957290.0
East Asia & Pacific,EAS,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,2673738.0,2120160.0,1688031.0,2111971.0,2401823.0,2744464.0,2991841.0,2532005.0,1959765.0,1511622.0,1421118.0,1489178.0,1871789.0,2509799.0,3088751.0
East Asia & Pacific,EAS,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,2810283.0,2165999.0,1721756.0,2151821.0,2490713.0,2881636.0,3311338.0,2913886.0,2423959.0,1973140.0,1921010.0,1938968.0,2408399.0,3144142.0,3868539.0
East Asia & Pacific,EAS,"Enrolment in early childhood education, private institutions, both sexes (number)",UIS.E.0.PR.T,10907365.0,11425617.0,11775275.0,12552628.0,13354655.0,14490701.0,15698729.0,17427990.0,18732728.0,20022040.0,21733204.0,24399852.0,27844306.0,29795290.0,31557134.0
East Asia & Pacific,EAS,"Enrolment in Grade 1 of primary education, both sexes (number)",UIS.E.1.G1,39280344.0,36957944.0,37127776.0,36625276.0,34390668.0,33979204.0,32944880.0,33750116.0,33751612.0,33335242.0,32840224.0,33047892.0,32943652.0,32616234.0,32360904.0
East Asia & Pacific,EAS,"Enrolment in Grade 1 of primary education, female (number)",UIS.E.1.G1.F,18755378.0,17621312.0,17634562.0,17387972.0,16251223.0,15986830.0,15467123.0,15869485.0,15850315.0,15611877.0,15469151.0,15629172.0,15543002.0,15398410.0,15292915.0
